x0,y0,x1,y1
8.958141248882612E-5,0.0010749768714326535,0.34715782850952603,0.34151852967206375
0.011914326919814755,0.13114717745201787,0.3811262346146913,0.5674017036766337
0.44270853330625215,0.8698834477028292,0.873821658057977,0.09389655004289166
0.5688075060651769,0.2569721480510019,0.3135305520348133,0.8686218979303701
0.8267832098950763,0.09470489017989436,0.529283894702874,0.026286712091391884
0.04184337331289356,0.46036668777588474,0.2790829387361229,0.24797006223979445
0.06412314686878773,0.7054441968907206,0.6640871466673461,0.4577229888513761
0.7599757471319819,0.3598227997858565,0.06611931043738162,0.40342834338509403
0.9581403789784773,0.5396337500973054,0.8097996341847995,0.9289141979869384
0.9360608324044151,0.2967587377826213,0.8447521537632461,0.1934376924006267
0.2644356969428898,0.9088822477058436,0.6101636749345334,0.8956801149415912
0.997794306098335,0.9758269484157402,0.3782802198828543,0.47738008070032767
0.7341860139071983,0.07613573431323672,0.9728862434970287,0.5148106298716952
0.8375826587796595,0.2134988279103105,0.6993793938137425,0.858924289450014
0.348576688347471,0.8344331531562368,0.9596652278619153,0.03051943949610969
0.1788542660526602,0.9674865079133177,0.15280680753999842,0.4186535923322925
0.6424411683805502,0.06694243352010787,0.07062262490907445,0.2550902481660535
0.7364563500552421,0.10110943194171895,0.8006605367781787,0.5518854667968551
0.11229333269296404,0.23531624095666004,0.41236086233700564,0.9698393545232948
0.588568231857316,0.4743401317645315,0.06928498712880304,0.5363777625223738
0.21783103074390198,0.3962309195169773,0.09881967736675379,0.276508430285056
0.35862969602080597,0.9450162375629212,0.8638166187276459,6.183115032099007E-4
0.39526819452618867,0.3480397211221309,0.26996465263046576,0.8275037440770903
0.8285265136774953,0.11388123178650389,0.7798633844356055,0.13969097801978458
0.25278313098559835,0.7807040221756374,0.511347284501501,0.8498312520668072
0.5878338252660669,0.4662616592607911,0.7648033193928687,0.3258734307883897
0.12896783320275773,0.4187357465643906,0.21790000840752288,0.5866296849421835
0.6061827935423523,0.6681003102999306,0.7040308147093111,0.8921257590998053
0.3491929946332917,0.841212522300264,0.6879272364182054,0.11259315469237796
0.25342732663695955,0.7877901743406106,0.6420547226273112,0.697082601315713
0.6657814990807722,0.32368607122255,0.7069563445727571,0.6995785048321124
0.5606363647821055,0.16708959393721656,0.7166854793574613,0.7112324001322592
0.8380751146434378,0.2189158424118709,0.5912540801200863,0.3023906685841782
0.40816384786463544,0.48989190784504544,0.5005483915885662,0.10745304171464531
0.3889005676295554,0.2779958252591648,0.7660517428341209,0.3486846262560024
0.05804365918486809,0.6385698323676046,0.6368176650665018,0.24065571101811023
0.024357737377705746,0.26802469248881877,0.3800790876759177,0.7573068176183622
0.9483611987110621,0.4320627671557382,0.9263833098994634,0.49455122863082157
0.7527800200471759,0.28066980185299073,0.9202629358747878,0.11615998682402617
0.0874574017169536,0.9621210002205451,0.6625825645972376,0.7395525036867168
0.5834205837600521,0.41771600269462894,0.6793975335799589,0.6204763125834696
0.5949656109749739,0.5447113020587686,0.8191687308895059,0.4795869712093599
